Name,Free Qty,Pledged Qty,Day Change %,LTP,Quantity,Day Change,Current Value,Source Name,Display Name,Symbol,Yahoo Ticker,Theme,Ticker Confidence,Ticker Note,Day P&L,Weight %,Portfolio Bucket,Coordination Priority,Suggested Discussion,Technical Downloaded,Technical Status,Technical Score,Technical Note,Technical Error,RS Trend,RS vs 50D %,RS 3M %,RS Leader,RSI 14,P&F Signal,Above 50DMA,Above 200DMA,50DMA Distance %,200DMA Distance %,52W High Distance %,Price Source,Price Date,Last Refreshed,Evidence Quality,Signal Agreement,Signal Note,Previous Close,Session Volume,Volume vs 20D,Price Timestamp,Quote Type,Quote Status,Quote Note,Intraday Alert,Technical As Of,P&L Matched,P&L Lots,P&L Quantity,Costed Quantity,Uncosted Quantity,Known Cost Value,Average Recorded Cost,Broker Unrealized P&L,Return on Recorded Cost %,Earliest Buy Date,Latest Buy Date,Cost Basis Coverage %,Quantity Reconciliation %,Cost Basis Status,Cost Basis Note
INGERSOLL-RAND INDIA LTD,40.0,0.0,0.141897647776279,4234.39990234375,40.0,6.0,169375.99609375,INGERSOLL-RAND INDIA LTD,Ingersoll-Rand India,Ingersoll-Rand India,INGERRAND.NS,Industrials,Mapped,Ticker mapped for Yahoo/NSE refresh.,240.0,3.899685158541273,Monitor,Low,No urgent action; monitor with the rest of the portfolio.,True,Risk review,0.0,Price is above the 200dma; p&f shows a bearish breakdown,,"[100.0,99.69,100.16,100.81,101.33,97.08,96.97,98.92,98.43,88.54,85.33,86.36,88.34,91.1,90.85,90.72,91.23,93.85,94.97,97.78,99.67,100.78,105.26,102.86,104.35,104.41,102.45,100.99,100.88,101.19,100.39,99.29,96.61,98.63,96.34,97.98,96.53,97.52,97.63,97.02,97.6,103.34,101.31,100.51,99.47,100.89,98.36,97.71,97.02,94.07,94.14,94.29,95.16,93.95,96.02,93.89,95.1,94.52,92.77,93.51,92.92,99.5,100.29,97.33,102.33,101.23,102.18,101.09,100.87,99.15,98.95,99.76,104.93,104.19,104.39,107.1,105.99,106.2,104.13,104.14,103.65,102.06,101.35,98.33,96.45,94.71,92.34,93.49,93.45,96.05]",-2.822920503303772,-6.248221617272964,False,37.05,Bearish P&F breakdown,False,True,-5.7582230389717655,4.930731728514881,-13.29169852884714,INGERRAND.NS,2026-09-24,2026-09-24T18:01+05:30,High,Mixed evidence,The indicators do not yet agree strongly enough for a directional classification.,4228.39990234375,13260.0,0.4201693986127439,2026-09-24 15:30 IST,Yahoo 5-minute quote,Updated,,,2026-09-24,False,,,,,,,,,,,,,No matched cost record,No matching open lot was found in the supplied P&L report.
INOX WIND LIMITED,948.0,0.0,-2.5726478159662225,73.08999633789062,948.0,-1.9300003051757808,69289.31652832031,INOX WIND LIMITED,Inox Wind,Inox Wind,INOXWIND.NS,Renewables,Mapped,Ticker mapped for Yahoo/NSE refresh.,-1829.6402893066409,1.5953058611764523,Monitor,Low,No urgent action; monitor with the rest of the portfolio.,True,Risk review,0.0,Technical data was not strong enough to classify clearly.,,"[100.0,100.75,99.18,99.16,98.3,100.16,98.81,98.31,96.89,88.39,88.82,87.97,90.52,91.93,90.36,90.98,88.63,87.6,92.88,93.55,93.94,93.88,91.86,93.19,95.07,93.63,92.99,92.73,91.69,93.31,92.39,92.04,90.15,88.67,87.85,85.6,83.73,83.33,81.66,80.06,80.78,79.81,79.37,80.0,79.57,78.1,78.48,79.18,79.46,76.97,77.15,75.77,78.62,78.54,79.22,78.86,78.6,78.19,73.17,74.02,73.44,73.38,73.5,77.87,74.95,73.73,73.57,73.19,73.29,72.96,72.55,71.44,71.06,69.33,69.38,70.97,74.19,74.77,76.3,76.23,78.35,77.25,77.73,77.15,77.29,76.14,78.24,78.97,76.01,76.01]",-0.06901821828054766,-18.262827304603636,False,42.97,"Falling P&F column, wait for reversal",False,False,-3.104273612173425,-20.968152074298942,-53.51987514283585,INOXWIND.NS,2026-09-24,2026-09-24T18:01+05:30,High,Broad weakness,Several measured trend and momentum signals agree negatively.,75.0199966430664,9166823.0,0.7427671339802276,2026-09-24 15:15 IST,Yahoo 5-minute quote,Updated,,,2026-09-24,False,,,,,,,,,,,,,No matched cost record,No matching open lot was found in the supplied P&L report.
LAURUS LABS LIMITED,150.0,0.0,-0.3834832265548149,2026.199951171875,150.0,-7.800048828125,303929.99267578125,LAURUS LABS LIMITED,Laurus Labs,Laurus Labs,LAURUSLABS.NS,Pharma,Mapped,Ticker mapped for Yahoo/NSE refresh.,-1170.00732421875,6.997634310692254,Core exposure,Medium,Meaningful exposure; keep the thesis and technical structure under review.,True,Leader / hold,100.0,Price is above the 50dma; price is above the 200dma; relative strength is above its 50-day average; rsi is in a constructive momentum zone; p&f shows a bullish breakout,,"[100.0,100.44,101.15,100.66,99.96,99.93,100.71,101.2,101.27,104.5,104.01,105.48,107.51,109.4,107.21,107.4,105.97,107.24,105.02,103.22,101.66,100.87,100.48,103.6,104.91,109.19,106.9,107.22,111.36,112.16,109.62,111.6,112.79,111.33,107.55,108.53,109.86,110.74,112.05,112.83,112.07,112.63,110.95,112.38,114.53,114.73,115.29,117.58,124.24,127.26,128.07,128.49,130.45,128.71,132.08,130.99,131.3,131.98,131.76,131.95,131.07,130.9,127.29,128.75,129.5,128.6,129.69,127.92,127.77,131.81,133.51,136.65,136.97,134.68,132.67,133.78,133.73,132.0,135.2,139.94,139.99,141.08,142.82,142.74,141.12,142.9,142.1,146.74,147.12,150.42]",14.877504341426494,40.70437810813823,True,67.3,Bullish P&F breakout,True,True,10.193823472426855,51.41808614885044,-0.3834832265548149,LAURUSLABS.NS,2026-09-24,2026-09-24T18:01+05:30,High,Broad positive confirmation,Most measured trend and momentum signals agree positively.,2034.0,1276531.0,0.3753493637776959,2026-09-24 15:15 IST,Yahoo 5-minute quote,Updated,,,2026-09-24,True,1.0,150.0,150.0,0.0,54051.42,360.3428,221198.58,409.2373151343665,2023-01-08,2023-01-08,100.0,100.0,Cost basis available,Quantity and recorded acquisition cost reconcile with the current holding.
MAHINDRA & MAHINDRA LTD,50.0,0.0,-1.7232306038920897,2982.699951171875,50.0,-52.300048828125,149134.99755859375,MAHINDRA & MAHINDRA LTD,Mahindra & Mahindra,Mahindra & Mahindra,M&M.NS,Auto,Mapped,Ticker mapped for Yahoo/NSE refresh.,-2615.00244140625,3.433659727535604,Monitor,Medium,No urgent action; monitor with the rest of the portfolio.,True,Risk review,0.0,Relative strength is below its 50-day average; rsi is weak or oversold,,"[100.0,99.4,99.87,99.39,98.68,99.55,98.04,98.41,97.47,96.22,97.08,98.05,97.79,98.96,97.44,97.04,97.19,99.6,98.65,100.24,99.76,99.3,99.1,97.05,96.33,96.38,96.97,101.28,98.82,97.63,98.9,99.82,99.78,101.36,101.21,99.68,97.8,98.02,98.82,97.27,96.68,98.06,100.29,99.25,100.1,100.43,103.27,100.98,102.14,102.94,100.75,103.02,106.17,105.96,106.6,107.28,106.29,109.0,108.71,106.88,104.88,105.41,106.19,104.92,106.24,106.01,105.85,105.35,105.34,105.77,104.58,102.58,102.46,100.39,101.02,99.58,98.06,98.91,99.02,98.79,99.02,98.55,98.02,97.61,98.89,98.16,96.54,96.66,95.48,96.31]",-5.606206512096323,-0.6800844372277903,False,25.25,"Falling P&F column, wait for reversal",False,False,-8.60498888995076,-8.61986517854103,-20.733673298114496,M&M.NS,2026-09-24,2026-09-24T18:01+05:30,High,Broad positive confirmation,Most measured trend and momentum signals agree positively.,3035.0,1903068.0,0.9995047297520864,2026-09-24 15:15 IST,Yahoo 5-minute quote,Updated,,,2026-09-24,True,1.0,50.0,50.0,0.0,57048.825,1140.9765,115721.18,202.8458605413871,2022-07-07,2022-07-07,100.0,100.0,Cost basis available,Quantity and recorded acquisition cost reconcile with the current holding.
MAGADH SUGAR & ENERGY LTD,109.0,0.0,-1.2175985974859804,503.0,109.0,-6.20001220703125,54827.0,MAGADH SUGAR & ENERGY LTD,Magadh Sugar & Energy,Magadh Sugar & Energy,MAGADSUGAR.NS,Sugar / Energy,Mapped,Ticker mapped for Yahoo/NSE refresh.,-675.8013305664062,1.2623278570654084,Monitor,Low,No urgent action; monitor with the rest of the portfolio.,True,Risk review,0.0,Price is above the 200dma; p&f shows a bearish breakdown,,"[100.0,101.17,102.73,101.67,101.46,100.46,98.48,99.1,100.07,99.14,97.61,97.6,98.07,98.75,98.38,98.25,98.74,100.19,97.45,98.48,96.96,95.81,97.27,95.69,97.34,97.16,96.84,96.95,96.35,98.32,98.1,97.81,100.85,104.13,108.57,105.26,105.95,105.15,107.28,108.33,107.3,107.17,107.18,105.17,108.69,107.23,107.65,107.1,104.72,102.95,101.99,106.62,106.14,112.25,115.69,107.98,109.67,108.38,111.56,110.26,108.87,113.33,114.26,119.9,119.22,122.37,130.24,126.05,125.92,121.47,120.58,115.25,121.89,123.58,119.55,118.51,119.78,116.96,122.11,119.67,119.99,118.81,116.48,113.78,110.6,110.08,108.4,104.99,108.77,110.27]",-2.8836798363207405,13.866236531727205,False,40.5,Bearish P&F breakdown,False,True,-5.994486432501544,4.969676194226236,-18.949400614285526,MAGADSUGAR.NS,2026-09-24,2026-09-24T18:01+05:30,High,Broad positive confirmation,Most measured trend and momentum signals agree positively.,509.2000122070313,9467.0,0.2640795223304383,2026-09-24 15:30 IST,Yahoo 5-minute quote,Updated,,,2026-09-24,False,,,,,,,,,,,,,No matched cost record,No matching open lot was found in the supplied P&L report.
NIPPON L I A M LTD,100.0,0.0,-1.72531979278433,1144.9000244140625,100.0,-20.0999755859375,114490.00244140624,NIPPON L I A M LTD,Nippon Life India AMC,Nippon Life India AMC,NAM-INDIA.NS,Asset Management,Mapped,Ticker mapped for Yahoo/NSE refresh.,-2009.99755859375,2.635999041298516,Monitor,Low,No urgent action; monitor with the rest of the portfolio.,True,Monitor,45.0,Price is above the 200dma; relative strength is above its 50-day average,,"[100.0,99.05,100.46,98.51,98.52,99.34,98.44,97.75,100.26,100.81,100.49,99.93,104.24,103.15,98.7,100.24,99.49,98.43,100.54,103.83,103.41,104.13,105.02,106.66,106.41,105.59,104.28,104.35,107.35,106.41,108.81,109.78,110.37,108.91,107.57,106.9,110.0,108.2,108.25,106.83,106.87,103.16,106.62,105.68,103.93,103.42,100.72,101.22,103.66,103.12,104.05,102.5,103.35,102.56,106.32,107.46,106.67,104.27,103.37,103.06,103.78,103.09,103.05,106.01,103.54,107.62,108.51,110.02,109.67,107.15,107.21,105.65,104.56,102.15,104.09,104.17,103.3,103.1,106.66,105.88,104.3,106.5,106.9,105.83,103.13,101.7,104.07,103.34,104.4,105.3]",0.5445915479018071,0.9832714960751332,True,44.29,"Falling P&F column, wait for reversal",False,True,-2.6584623277240316,11.93921738214534,-8.481213076413873,NAM-INDIA.NS,2026-09-24,2026-09-24T18:01+05:30,High,Broad positive confirmation,Most measured trend and momentum signals agree positively.,1165.0,962330.0,0.7475614026263266,2026-09-24 15:15 IST,Yahoo 5-minute quote,Updated,,,2026-09-24,True,1.0,100.0,100.0,0.0,105574.9,1055.749,15925.1,15.08417246902436,2026-05-05,2026-05-05,100.0,100.0,Cost basis available,Quantity and recorded acquisition cost reconcile with the current holding.
NETWORK18 MEDIA & INV LTD,581.0,0.0,-0.6263820195912984,26.96999931335449,581.0,-0.1700000762939453,15669.56960105896,NETWORK18 MEDIA & INV LTD,Network18 Media & Investments,Network18 Media & Investments,NETWORK18.NS,Media,Mapped,Ticker mapped for Yahoo/NSE refresh.,-98.77004432678224,0.3607736008835431,Monitor,Low,No urgent action; monitor with the rest of the portfolio.,True,Risk review,0.0,P&f shows a bearish breakdown,,"[100.0,101.59,99.83,101.01,100.08,98.14,97.48,96.82,98.16,95.95,96.26,95.26,95.49,106.79,102.82,101.73,98.27,96.87,100.32,102.21,105.4,106.46,107.17,105.32,105.37,103.09,103.08,101.99,98.52,98.7,101.47,102.22,101.89,99.89,98.2,96.68,94.73,94.88,96.61,97.67,96.8,92.64,91.97,91.08,89.82,88.4,87.41,88.84,88.43,88.27,88.87,89.31,89.42,88.25,90.69,89.32,90.71,89.42,88.08,87.48,85.98,86.69,87.33,87.06,86.03,84.69,91.89,89.6,90.98,90.64,91.07,87.24,86.02,80.95,84.5,82.64,83.35,86.06,84.17,82.95,82.24,82.27,81.68,81.25,81.77,82.05,83.0,82.37,82.98,84.63]",-2.7045761457327844,-17.892103911562106,False,43.86,Bearish P&F breakdown,False,False,-5.246739952552493,-19.381719273685782,-49.93502905493582,NETWORK18.NS,2026-09-24,2026-09-24T18:01+05:30,High,Broad weakness,Several measured trend and momentum signals agree negatively.,27.13999938964844,2141981.0,0.4327244352918756,2026-09-24 15:25 IST,Yahoo 5-minute quote,Updated,,,2026-09-24,False,,,,,,,,,,,,,No matched cost record,No matching open lot was found in the supplied P&L report.
NEULAND LAB LTD.,40.0,0.0,-2.6011560693641638,21905.0,40.0,-585.0,876200.0,NEULAND LAB LTD.,Neuland Laboratories,Neuland Laboratories,NEULANDLAB.NS,Pharma,Mapped,Ticker mapped for Yahoo/NSE refresh.,-23400.0,20.17348511428148,Anchor exposure,High,Large exposure; confirm that the thesis and risk limit are still appropriate.,True,Risk review,40.0,Price is above the 50dma; price is above the 200dma; relative strength is above its 50-day average; p&f shows a bearish breakdown,,"[100.0,101.94,100.43,101.09,100.97,100.38,101.73,99.87,103.29,105.23,103.41,104.5,103.24,103.34,105.26,105.35,105.35,106.4,105.31,103.03,100.41,101.87,102.76,103.4,102.3,108.49,108.0,107.97,109.14,111.64,112.11,112.74,112.62,112.19,111.85,113.44,115.78,114.19,111.15,111.66,112.04,110.22,108.69,111.05,110.42,109.16,110.15,110.92,112.17,111.2,115.34,112.81,111.4,113.86,112.07,116.02,125.89,133.21,128.59,132.77,129.89,133.62,135.26,137.1,135.88,135.39,136.4,134.71,132.34,132.01,135.68,135.53,133.54,131.8,133.64,134.21,133.43,132.4,134.19,140.47,136.53,140.6,139.03,136.32,136.47,135.41,135.28,133.94,132.49,132.44]",4.219900559075929,22.627639938545773,True,41.42,Bearish P&F breakdown,True,True,0.12248546164173035,30.001784450495485,-8.710147947489055,NEULANDLAB.NS,2026-09-24,2026-09-24T18:01+05:30,High,Broad positive confirmation,Most measured trend and momentum signals agree positively.,22490.0,81917.0,2.0198241958748904,2026-09-24 15:25 IST,Yahoo 5-minute quote,Updated,,Unusual volume (2.0x 20-day average),2026-09-24,True,2.0,40.0,40.0,0.0,131785.65,3294.64125,670174.35,508.5336301790066,2016-08-24,2023-11-30,100.0,100.0,Cost basis available,Quantity and recorded acquisition cost reconcile with the current holding.
ONESOURCE SPECL PHARMA L,100.0,0.0,-0.1315197375935439,1594.5999755859375,100.0,-2.0999755859375,159459.99755859375,ONESOURCE SPECL PHARMA L,OneSource Specialty Pharma,OneSource Specialty Pharma,ONESOURCE.NS,Pharma,Mapped,Ticker mapped for Yahoo/NSE refresh.,-209.99755859375,3.6713808343661865,Monitor,Low,No urgent action; monitor with the rest of the portfolio.,True,Leader / hold,80.0,Price is above the 50dma; price is above the 200dma; relative strength is above its 50-day average; rsi is in a constructive momentum zone,,"[100.0,101.49,101.69,101.65,100.02,97.55,96.99,96.14,99.41,101.36,100.8,100.37,101.45,99.17,97.19,94.78,95.25,93.31,89.0,88.39,86.59,87.26,88.82,86.44,86.45,84.7,84.25,84.31,86.95,89.25,88.76,90.32,89.44,88.72,86.78,87.26,86.82,85.85,88.14,87.31,86.65,87.39,87.86,89.48,86.98,89.07,89.12,89.0,89.74,91.79,92.19,89.24,85.25,81.26,80.07,81.27,81.87,82.65,82.04,83.21,79.91,81.4,81.37,81.24,80.68,79.53,79.91,79.85,79.63,78.47,76.92,78.76,79.33,78.29,79.79,81.22,82.64,80.84,81.95,83.19,81.04,81.96,84.63,86.83,86.65,84.93,84.99,85.24,84.63,86.75]",3.796182011127902,2.9590295794306387,True,54.33,"Rising P&F column, no fresh breakout yet",True,True,0.6792332185605376,0.7729536944540039,-15.62070407529318,ONESOURCE.NS,2026-09-24,2026-09-24T18:01+05:30,High,Broad weakness,Several measured trend and momentum signals agree negatively.,1596.699951171875,104908.0,0.2886823015608431,2026-09-24 15:25 IST,Yahoo 5-minute quote,Updated,,,2026-09-24,True,1.0,100.0,0.0,100.0,0.0,,154000.0,,2025-01-23,2025-01-23,0.0,100.0,Corporate action cost review,"Quantity reconciles, but one or more lots carry zero recorded cost, usually requiring corporate-action cost allocation."
PEARL GLOBAL IND LIMITED,140.0,0.0,-2.09102646226772,1273.5999755859375,140.0,-27.2000732421875,178303.99658203125,PEARL GLOBAL IND LIMITED,Pearl Global Industries,Pearl Global Industries,PGIL.NS,Textiles / Apparel,Mapped,Ticker mapped for Yahoo/NSE refresh.,-3808.01025390625,4.105241977704295,Core exposure,High,Strong daily move; watch whether it follows through or simply retraces.,True,Leader / hold,100.0,Price is above the 50dma; price is above the 200dma; relative strength is above its 50-day average; rsi is in a constructive momentum zone; p&f shows a bullish breakout,,"[100.0,99.44,98.16,100.14,100.59,100.07,100.17,99.14,102.58,102.4,103.25,103.22,105.5,105.08,103.61,106.03,104.75,104.38,102.49,105.08,102.61,101.97,106.78,109.73,114.51,116.12,127.64,127.76,124.08,124.3,127.88,126.45,123.02,120.01,119.7,120.29,120.38,120.04,122.93,120.48,122.64,123.59,123.52,125.99,122.82,121.61,119.59,120.97,122.0,120.34,123.61,122.05,123.74,124.7,126.42,125.34,132.99,147.12,144.02,144.27,146.62,145.38,147.04,141.16,140.61,143.73,140.97,141.32,140.41,137.11,135.16,135.6,136.43,144.57,139.61,141.41,139.08,136.37,135.67,141.94,137.36,143.94,143.75,141.08,145.81,139.92,139.08,138.17,157.0,157.77]",16.153415642706715,23.60623941565536,True,61.95,Bullish P&F breakout,True,True,11.780481113726404,42.65363187728015,-2.09102646226772,PGIL.NS,2026-09-24,2026-09-24T18:01+05:30,High,Broad positive confirmation,Most measured trend and momentum signals agree positively.,1300.800048828125,263184.0,1.1581934516285115,2026-09-24 15:25 IST,Yahoo 5-minute quote,Updated,,,2026-09-24,True,1.0,140.0,140.0,0.0,48672.4,347.66,246167.6,505.7642524305356,2024-06-01,2024-06-01,100.0,100.0,Cost basis available,Quantity and recorded acquisition cost reconcile with the current holding.
PTC INDUSTRIES LIMITED,10.0,0.0,-2.393200626258108,21820.0,10.0,-535.0,218200.0,PTC INDUSTRIES LIMITED,PTC Industries,PTC Industries,PTCIL.NS,Industrials,Mapped,Ticker mapped for Yahoo/NSE refresh.,-5350.0,5.02380101795962,Positive momentum,High,Strong daily move; watch whether it follows through or simply retraces.,True,Risk review,55.0,Price is above the 50dma; price is above the 200dma; relative strength is above its 50-day average; rsi is in a constructive momentum zone; p&f shows a bearish breakdown,,"[100.0,98.94,95.87,95.62,96.51,97.96,98.97,99.82,98.32,113.65,119.07,116.89,114.97,114.39,113.9,115.1,115.99,114.49,114.43,113.21,107.43,106.88,104.43,109.79,106.88,105.6,104.66,105.25,104.22,103.52,104.23,104.31,106.09,105.99,103.51,102.55,103.29,103.52,103.85,103.52,103.59,103.66,106.27,106.15,104.81,105.57,107.08,106.35,106.14,105.62,105.53,104.83,104.05,104.35,105.53,105.47,106.77,111.49,112.43,109.65,109.33,110.66,110.8,119.6,115.39,113.52,113.89,119.6,125.56,121.81,120.88,119.28,127.59,127.02,132.44,133.14,139.24,139.62,139.77,139.3,134.46,132.61,139.98,136.48,136.09,135.81,135.44,132.47,132.06,132.29]",11.143255035932409,26.402878846050925,True,48.78,Bearish P&F breakdown,True,True,6.527260140350388,20.256197506750627,-8.434746118338232,PTCIL.NS,2026-09-24,2026-09-24T18:01+05:30,High,Mixed evidence,The indicators do not yet agree strongly enough for a directional classification.,22355.0,11033.0,0.2973325500045814,2026-09-24 15:25 IST,Yahoo 5-minute quote,Updated,,,2026-09-24,True,1.0,10.0,10.0,0.0,40652.25,4065.225,140147.75,344.7478306858784,2023-06-19,2023-06-19,100.0,100.0,Cost basis available,Quantity and recorded acquisition cost reconcile with the current holding.
RAMCO INDUSTRIES LIMITED,403.0,0.0,-1.273208853701946,321.79998779296875,403.0,-4.1500244140625,129685.3950805664,RAMCO INDUSTRIES LIMITED,Ramco Industries,Ramco Industries,RAMCOIND.NS,Building Materials,Mapped,Ticker mapped for Yahoo/NSE refresh.,-1672.4598388671875,2.985855269570325,Monitor,Low,No urgent action; monitor with the rest of the portfolio.,True,Risk review,0.0,Price is above the 200dma; p&f shows a bearish breakdown,,"[100.0,100.01,100.92,102.64,103.26,106.62,108.34,113.05,108.18,106.56,108.65,113.69,113.03,115.17,113.77,111.85,109.01,106.72,108.88,108.24,106.22,108.5,106.6,105.78,110.97,108.14,110.84,125.63,121.88,124.16,121.58,121.43,121.84,124.81,128.42,126.1,133.31,131.28,132.57,130.97,131.12,129.29,127.08,126.63,124.47,122.71,121.74,119.82,121.08,119.1,118.83,117.68,116.22,117.0,116.07,117.0,118.71,120.49,132.89,130.47,126.12,125.68,126.46,125.09,122.43,120.68,125.14,122.53,120.53,122.57,123.06,120.35,117.99,114.77,114.75,114.07,115.36,115.36,115.77,114.96,114.85,115.31,116.27,117.33,118.2,117.1,120.14,118.01,117.28,118.84]",-1.3853556497528619,7.216597392697444,False,44.57,Bearish P&F breakdown,False,True,-4.062360347384885,5.058568140033959,-15.320818281899673,RAMCOIND.NS,2026-09-24,2026-09-24T18:01+05:30,High,Broad positive confirmation,Most measured trend and momentum signals agree positively.,325.95001220703125,36943.0,0.3725292571549002,2026-09-24 15:25 IST,Yahoo 5-minute quote,Updated,,,2026-09-24,True,1.0,403.0,403.0,0.0,45976.8192,114.0864,87053.48,189.34211090444464,2015-09-21,2015-09-21,100.0,100.0,Cost basis available,Quantity and recorded acquisition cost reconcile with the current holding.
STRIDES PHARMA SCI LTD,200.0,0.0,-1.6757949139001638,1202.800048828125,200.0,-20.5,240560.009765625,STRIDES PHARMA SCI LTD,Strides Pharma Science,Strides Pharma Science,STAR.NS,Pharma,Mapped,Ticker mapped for Yahoo/NSE refresh.,-4100.0,5.53861421604456,Monitor,Low,No urgent action; monitor with the rest of the portfolio.,True,Leader / hold,100.0,Price is above the 50dma; price is above the 200dma; relative strength is above its 50-day average; rsi is in a constructive momentum zone; p&f shows a bullish breakout,,"[100.0,99.31,97.81,99.56,98.91,100.91,98.8,97.47,95.3,94.93,93.22,94.29,89.2,91.05,88.48,88.4,86.24,87.93,91.65,92.96,93.89,93.97,93.99,93.9,94.01,94.44,94.18,92.25,94.41,93.12,92.58,94.84,94.99,94.13,94.68,92.04,90.4,89.87,89.01,89.27,88.07,87.46,89.87,88.05,87.12,87.24,87.42,86.35,87.18,86.89,87.86,89.21,85.27,84.64,82.24,80.23,82.87,83.2,82.23,82.48,81.55,80.99,79.83,81.34,78.47,79.15,81.73,81.08,81.64,80.71,80.54,80.63,83.46,83.49,84.53,87.09,87.34,88.04,98.36,98.85,100.09,102.24,99.41,98.71,101.55,101.97,102.74,104.04,102.48,103.42]",17.2169258766004,9.809620475182923,True,63.55,Bullish P&F breakout,True,True,12.946218316182122,20.320242177863722,-2.6151669821294687,STAR.NS,2026-09-24,2026-09-24T18:01+05:30,High,Broad weakness,Several measured trend and momentum signals agree negatively.,1223.300048828125,126613.0,0.3153602271954576,2026-09-24 15:25 IST,Yahoo 5-minute quote,Updated,,,2026-09-24,True,1.0,200.0,200.0,0.0,86625.84000000001,433.1292000000001,106654.16,123.12049153000996,2023-06-27,2023-06-27,100.0,100.0,Cost basis available,Quantity and recorded acquisition cost reconcile with the current holding.
TATA STEEL LIMITED,300.0,0.0,-1.467352973632574,188.0200042724609,300.0,-2.8000030517578125,56406.00128173828,TATA STEEL LIMITED,Tata Steel,Tata Steel,TATASTEEL.NS,Metals,Mapped,Ticker mapped for Yahoo/NSE refresh.,-840.0009155273438,1.2986825236399102,Monitor,Low,No urgent action; monitor with the rest of the portfolio.,True,Constructive,60.0,Price is above the 50dma; relative strength is above its 50-day average; rsi is in a constructive momentum zone,,"[100.0,98.93,97.37,98.36,98.51,98.03,97.65,99.53,97.89,100.31,100.27,101.46,100.39,98.96,97.93,96.96,96.47,96.61,96.27,94.69,93.52,94.67,95.08,94.24,93.9,92.18,90.3,90.14,90.89,89.79,87.81,88.54,89.66,89.76,89.25,89.81,88.46,88.94,86.89,87.93,86.29,86.64,87.09,86.81,86.95,87.62,87.49,86.65,86.3,85.36,86.98,87.1,88.01,87.67,88.06,88.99,87.74,86.7,87.34,86.36,85.22,84.41,84.42,85.48,85.54,84.83,84.23,83.92,85.37,85.29,85.93,85.46,85.12,83.75,84.74,85.24,85.16,87.49,86.38,85.5,88.12,87.52,85.74,87.88,87.55,88.75,87.16,86.17,89.16,90.17]",4.264843003917784,-0.15316169284240733,True,53.52,"Falling P&F column, wait for reversal",True,False,0.9953449542412285,-1.886636852445267,-13.21960117330967,TATASTEEL.NS,2026-09-24,2026-09-24T18:01+05:30,High,Mixed evidence,The indicators do not yet agree strongly enough for a directional classification.,190.82000732421875,15651094.0,0.5420081629173595,2026-09-24 15:15 IST,Yahoo 5-minute quote,Updated,,,2026-09-24,True,1.0,300.0,300.0,0.0,12075.0,40.25,45822.0,379.4782608695653,2022-07-29,2022-07-29,100.0,100.0,Cost basis available,Quantity and recorded acquisition cost reconcile with the current holding.
TATA MOTORS LIMITED,100.0,0.0,-2.898715672301144,437.1499938964844,100.0,-13.050018310546877,43714.99938964844,TATA MOTORS LIMITED,Tata Motors,Tata Motors,TMCV.NS,Auto,Mapped,Ticker mapped for Yahoo/NSE refresh.,-1305.0018310546875,1.0064869772402385,Monitor,Low,No urgent action; monitor with the rest of the portfolio.,True,Monitor,45.0,Price is above the 200dma; relative strength is above its 50-day average,,"[100.0,98.82,98.61,98.92,99.58,101.88,98.65,98.26,98.61,98.44,97.42,98.87,98.35,97.55,96.82,95.73,97.52,96.57,103.9,106.78,106.16,104.83,105.6,104.21,105.44,104.24,106.89,112.87,110.99,110.48,111.93,113.7,111.65,110.61,109.35,108.8,108.14,107.53,106.9,106.65,107.93,105.43,106.29,104.29,104.61,104.2,105.98,105.41,105.35,106.56,104.54,105.79,110.88,113.64,112.72,113.58,116.56,114.6,113.08,112.96,114.44,118.62,119.38,118.28,119.0,120.65,119.95,118.55,119.11,118.55,120.96,118.42,116.44,117.09,116.95,113.49,116.45,116.17,117.03,115.85,113.65,112.61,111.39,111.83,111.04,113.06,113.83,114.26,115.09,114.69]",1.2978874915533956,7.303930902011402,True,44.59,"Rising P&F column, no fresh breakout yet",False,True,-2.121248555310151,2.4529328663495775,-12.510455571904433,TMCV.NS,2026-09-24,2026-09-24T18:01+05:30,Medium,Mixed evidence,The indicators do not yet agree strongly enough for a directional classification.,450.2000122070313,4800608.0,0.6851626104563467,2026-09-24 15:30 IST,Yahoo 5-minute quote,Updated,,,2026-09-24,True,1.0,100.0,100.0,0.0,23406.45,234.0645,21683.55,92.6392084233192,2023-06-20,2023-06-20,100.0,100.0,Cost basis available,Quantity and recorded acquisition cost reconcile with the current holding.
